timestamp,provider,region,continent,honeypot,event_type,protocol,dst_port,src_ip,src_country,asn,ip_reputation,src_os,username,password,cve,action,payload_sample_hash,bytes_in,bytes_out,session_id
2025-07-11T12:12:00,Azure,East US,North America,Mailoney,relay_attempt,UDP,8080,101.192.169.161,CN,AS14061,known_attacker,Linux 3.x,,,,alert_logged,,7327,2214,248687066484
2025-07-11T13:16:00,GCP,europe-west2-c,Europe,Cowrie,command_input,UDP,143,95.15.65.113,CN,AS36351,known_attacker,Linux 4.x,postgres,raspberry,,connection_attempted,,4380,4250,36b0c0bf5817
2025-07-11T15:37:00,GCP,europe-west2-c,Europe,Cowrie,telnet_login_attempt,UDP,3389,30.218.11.188,BR,AS16509,bad_reputation,Linux 3.x,user,P@ssw0rd,,connection_attempted,,3918,4238,c3f9e5bc4e08
2025-07-11T15:55:00,Azure,East US,North America,Heralding,credential_capture,TCP,993,174.22.73.118,SG,AS8075,known_attacker,Linux 3.x,,,,command_executed,,7228,3037,4ad47cb2086b
2025-07-11T21:41:00,Azure,Southeast Asia,Asia,Honeytrap,unknown_service_probe,UDP,8080,181.89.21.82,IN,AS45102,unknown,Linux 3.x,,,,alert_logged,,6841,2511,33b2c4a79122
2025-07-11T22:58:00,GCP,europe-west2-c,Europe,VNClowpot,vnc_auth_attempt,TCP,5900,113.167.35.29,RU,AS14061,known_attacker,Windows XP,,,CVE-2012-0152,payload_captured,,3288,2421,be8aef01f193
2025-07-11T23:56:00,AWS,us-east-1c,North America,Glastopf,lfi_rfi,UDP,25,183.181.176.67,IN,AS15169,known_attacker,Windows 7/8,,,CVE-2012-0152,authentication_failed,70fa0d0004ef7010,4593,5050,0f20ae3fba38
2025-07-12T00:02:00,GCP,europe-west2-c,Europe,Mailoney,smtp_probe,UDP,143,218.69.28.72,US,AS45102,known_attacker,Linux 2.6.x,,,,command_executed,163f603de44a67e6,6756,4364,6d26752b083b
2025-07-12T05:12:00,AWS,us-east-1c,North America,Heralding,credential_capture,TCP,3306,179.50.212.43,IE,AS14618,bad_reputation,Windows 7/8,test,letmein,,command_executed,,6013,4120,9baadf4a971e
2025-07-12T06:23:00,AWS,us-east-1c,North America,Glutton,tcp_connect,TCP,1433,220.5.158.43,IE,AS15169,known_attacker,Windows 7/8,,,,command_executed,,6904,4957,a349d705c34e
2025-07-12T09:33:00,Azure,Southeast Asia,Asia,Dionaea,service_probe,TCP,445,228.164.154.247,US,AS14618,known_attacker,Linux 2.6.x,,,,authentication_failed,,5231,1546,78a8aea2eb3e
2025-07-12T10:53:00,GCP,europe-west2-c,Europe,Glutton,tcp_connect,UDP,3306,43.59.49.175,IN,AS14618,known_attacker,Unknown,,,,payload_captured,,7481,1945,2ca6e30c0db0
2025-07-12T10:58:00,GCP,us-east4-c,North America,Cowrie,ssh_login_attempt,UDP,53,108.127.87.62,IN,AS16509,unknown,Linux 3.x,admin,P@ssw0rd,,connection_attempted,,2617,3531,082e0c07d9a9
2025-07-12T11:58:00,GCP,us-east4-c,North America,Suricata,ids_alert,TCP,25,19.101.31.50,VN,AS14618,bad_reputation,Windows 7/8,,,CVE-2006-2369,command_executed,,6013,2002,188413729ac0
2025-07-12T13:14:00,Azure,East US,North America,VNClowpot,vnc_auth_attempt,TCP,993,196.6.60.19,BR,AS8075,known_attacker,Linux 3.x,,,CVE-2001-0540,authentication_failed,,4313,5107,1b0cd1fb51ba
2025-07-12T14:11:00,GCP,us-east4-c,North America,Glutton,ssh_banner_grab,UDP,443,45.42.70.152,CN,AS36351,known_attacker,Linux 2.6.x,,,,command_executed,,8812,5966,776e51cbb2b7
2025-07-12T15:31:00,Azure,Southeast Asia,Asia,Dionaea,service_probe,TCP,5900,115.110.163.209,IN,AS14061,bad_reputation,Linux 3.x,,,CVE-2006-2369,authentication_failed,,1597,2642,5faf28dd58ef
2025-07-12T17:49:00,GCP,us-east4-c,North America,Cowrie,ssh_login_attempt,TCP,8080,65.111.128.131,GB,AS14061,known_attacker,Unknown,test,P@ssw0rd,,connection_attempted,,8861,2391,bfd7ab02650c
2025-07-12T23:00:00,Azure,East US,North America,Cowrie,ssh_login_attempt,TCP,465,132.207.100.231,DE,AS16509,bad_reputation,Windows XP,root,toor,,authentication_failed,,2822,3852,a6a1719ae3f6
2025-07-13T01:58:00,AWS,us-east-1c,North America,Dionaea,malware_capture,TCP,445,41.58.63.71,US,AS14618,known_attacker,Unknown,,,CVE-2006-2369,alert_logged,4eca5d22adf4c3a6,5299,3824,14af9709867b
2025-07-13T04:23:00,Azure,East US,North America,Cowrie,telnet_login_attempt,TCP,25,17.156.119.155,IN,AS37963,spam,Linux 3.x,oracle,password,,authentication_failed,,5607,3365,9a107fbd324d
2025-07-13T05:20:00,AWS,us-east-1c,North America,Cowrie,command_input,UDP,80,60.27.81.125,VE,AS14618,bad_reputation,Linux 3.x,,,,authentication_failed,,3819,2478,292494ebd429
2025-07-13T06:12:00,Azure,East US,North America,Dionaea,service_probe,UDP,445,1.9.50.199,BR,AS14061,bad_reputation,Linux 2.6.x,,,CVE-2005-4050,payload_captured,,4103,3619,e70a8fc1c4bd
2025-07-13T07:01:00,GCP,europe-west2-c,Europe,Cowrie,command_input,TCP,139,109.252.134.165,US,AS8075,unknown,Windows 7/8,test,admin,,command_executed,,4862,6336,24047ee77a1e
2025-07-13T11:04:00,GCP,europe-west2-c,Europe,Cowrie,telnet_login_attempt,UDP,143,165.202.138.113,DE,AS14618,bad_reputation,Linux 4.x,postgres,P@ssw0rd,,alert_logged,,2934,4480,439809e855e0
2025-07-13T14:23:00,AWS,us-east-1c,North America,Dionaea,malware_capture,TCP,3306,244.71.117.191,IE,AS13335,bad_reputation,Linux 4.x,,,CVE-2005-4050,authentication_failed,2621d53b1240f6e3,4753,4716,2087eb9f6af9
2025-07-13T14:30:00,AWS,us-east-1c,North America,Heralding,credential_capture,TCP,5900,188.81.137.107,GB,AS45102,known_attacker,Linux 3.x,user,letmein,,alert_logged,,6327,3954,83267218f721
2025-07-13T18:13:00,AWS,us-east-1c,North America,Glutton,ssh_banner_grab,TCP,445,110.12.163.245,CN,AS8075,bad_reputation,Windows XP,,,,authentication_failed,,2544,3316,340de6ee8709
2025-07-13T19:00:00,Azure,East US,North America,Dionaea,service_probe,TCP,80,29.57.36.227,IN,AS37963,bad_reputation,Linux 2.6.x,,,,alert_logged,,2890,1072,2fdc362fde53
2025-07-13T19:57:00,Azure,Southeast Asia,Asia,Heralding,credential_capture,TCP,5060,28.105.214.149,VN,AS13335,known_attacker,Linux 3.x,,,,connection_attempted,,4232,3582,5470febb2df2
2025-07-13T20:04:00,Azure,Southeast Asia,Asia,Glutton,tcp_connect,UDP,995,224.252.129.192,BR,AS14061,bad_reputation,Windows 7/8,,,,payload_captured,,32,4823,6ef5dbc0941c
2025-07-13T20:24:00,GCP,us-east4-c,North America,Cowrie,command_input,UDP,993,118.176.229.252,VN,AS8075,benign_suspected,Linux 3.x,user,qwerty,,payload_captured,,4820,1822,14fb973f249f
2025-07-13T21:19:00,AWS,us-east-1c,North America,Mailoney,relay_attempt,TCP,23,51.242.5.159,DE,AS14618,known_attacker,Linux 3.x,,,,alert_logged,,5422,2458,3a8ba8ee5291
2025-07-13T23:16:00,AWS,us-east-1c,North America,Glutton,ssh_banner_grab,TCP,587,130.82.184.35,IN,AS16509,unknown,Linux 2.6.x,,,,payload_captured,,6875,3231,ab5730fb21bb
2025-07-14T00:31:00,Azure,Southeast Asia,Asia,Cowrie,ssh_login_attempt,TCP,465,41.44.110.148,CN,AS8075,known_attacker,Unknown,oracle,admin,,connection_attempted,,7161,3932,01b053d300a6
2025-07-14T01:54:00,Azure,East US,North America,Cowrie,command_input,TCP,135,244.84.192.39,IE,AS45102,benign_suspected,Unknown,guest,123456,,alert_logged,,7171,5199,967fa8136878
2025-07-14T03:21:00,GCP,europe-west2-c,Europe,RDPY,rdp_auth_attempt,UDP,53,200.29.200.129,SG,AS36351,known_attacker,Windows XP,,,CVE-2005-4050,alert_logged,,4164,5736,6da59320c19d
2025-07-14T06:01:00,GCP,us-east4-c,North America,Dionaea,service_probe,UDP,143,176.161.120.103,RU,AS14618,spam,Linux 3.x,,,CVE-2012-0152,alert_logged,,5589,681,3a8161d4f3c7
2025-07-14T08:57:00,GCP,europe-west2-c,Europe,Dionaea,malware_capture,UDP,53,201.158.44.115,VN,AS36351,unknown,Windows 7/8,,,CVE-2012-0152,payload_captured,71f384fca29799c2,4330,1550,b4f5583d9cc4
2025-07-14T09:23:00,Azure,East US,North America,Dionaea,exploit_attempt,TCP,5060,230.105.167.48,RU,AS13335,known_attacker,Unknown,,,CVE-2006-2369,authentication_failed,,4879,2002,834ed804a543
2025-07-14T09:56:00,GCP,us-east4-c,North America,Dionaea,exploit_attempt,UDP,139,202.193.202.25,VN,AS37963,unknown,Unknown,,,CVE-2012-0152,connection_attempted,,5378,3169,1ee20f93d812
2025-07-14T11:22:00,AWS,us-east-1c,North America,Dionaea,service_probe,TCP,8080,246.32.191.52,IN,AS14061,known_attacker,Windows XP,,,CVE-2006-2369,authentication_failed,,5449,1130,a4b03f66b6e3
2025-07-14T15:09:00,Azure,East US,North America,Cowrie,ssh_login_attempt,TCP,22,114.105.84.28,DE,AS15169,known_attacker,Linux 2.6.x,root,letmein,,alert_logged,,4932,2554,44518557ac7c
2025-07-14T15:34:00,Azure,Southeast Asia,Asia,Glutton,tcp_connect,UDP,110,62.162.101.170,VN,AS13335,known_attacker,Windows 7/8,,,,authentication_failed,,7118,3627,85229cf41b50
2025-07-14T17:03:00,Azure,East US,North America,Cowrie,telnet_login_attempt,UDP,25,101.37.31.161,US,AS15169,known_attacker,Windows XP,oracle,toor,,authentication_failed,,2648,3071,467dbfe7955e
2025-07-14T20:34:00,GCP,us-east4-c,North America,Cowrie,ssh_login_attempt,UDP,995,23.240.173.41,VN,AS8075,known_attacker,Windows 7/8,user,admin,,alert_logged,,3763,4043,1d0fffb65f79
2025-07-14T23:17:00,Azure,East US,North America,Cowrie,ssh_login_attempt,UDP,22,112.18.142.252,DE,AS14061,unknown,Windows 7/8,pi,123456,,alert_logged,,5477,4541,c0880e1742ec
2025-07-15T01:14:00,GCP,europe-west2-c,Europe,Dionaea,exploit_attempt,TCP,80,195.141.39.21,IE,AS36351,bad_reputation,Linux 3.x,,,CVE-2012-0152,command_executed,,7273,5052,c5a6174a29d4
2025-07-15T02:32:00,GCP,us-east4-c,North America,Dionaea,service_probe,TCP,993,69.136.143.246,GB,AS14618,known_attacker,Linux 3.x,,,CVE-2006-2369,connection_attempted,,4054,3042,e6633f32ae7d
2025-07-15T04:49:00,GCP,us-east4-c,North America,Dionaea,malware_capture,TCP,23,194.166.134.3,DE,AS16509,known_attacker,Linux 2.6.x,,,CVE-2012-0152,authentication_failed,b282295e0b1e8699,7037,2242,2f667bda7f80
2025-07-15T04:49:00,Azure,East US,North America,Glutton,tcp_connect,TCP,22,250.22.84.173,US,AS15169,benign_suspected,Unknown,,,,command_executed,,1342,4040,1ba9be49ea1f
2025-07-15T05:39:00,GCP,us-east4-c,North America,Dionaea,exploit_attempt,TCP,587,2.176.104.39,CN,AS45102,bad_reputation,Unknown,,,CVE-2006-2369,command_executed,,6199,300,4ad8439c151c
2025-07-15T05:41:00,Azure,East US,North America,RDPY,rdp_session_start,UDP,8080,188.99.233.50,CN,AS37963,known_attacker,Linux 2.6.x,,,CVE-2005-4050,authentication_failed,,6807,5516,294aca7551eb
2025-07-15T08:34:00,Azure,East US,North America,Cowrie,telnet_login_attempt,TCP,587,182.185.217.166,BR,AS14061,benign_suspected,Windows XP,oracle,letmein,,payload_captured,,5244,3801,ce62c503b714
2025-07-15T10:01:00,Azure,Southeast Asia,Asia,Cowrie,command_input,TCP,23,149.58.84.141,IE,AS14061,spam,Windows 7/8,pi,12345678,,payload_captured,,5560,5849,d692931cd3bf
2025-07-15T10:16:00,AWS,us-east-1c,North America,Suricata,ids_alert,TCP,80,206.187.58.166,BR,AS15169,bad_reputation,Windows XP,,,CVE-2012-0152,alert_logged,,3527,1789,b84d1e396e02
2025-07-15T12:14:00,GCP,europe-west2-c,Europe,Cowrie,command_input,UDP,1433,142.89.19.124,DE,AS13335,bad_reputation,Windows 7/8,admin,,,alert_logged,,7190,4674,5a19b4cc4085
2025-07-15T14:54:00,GCP,us-east4-c,North America,Heralding,credential_capture,UDP,25,241.76.128.67,GB,AS8075,bad_reputation,Windows 7/8,oracle,12345678,,command_executed,,1955,2878,0170ff02a94e
2025-07-15T16:06:00,GCP,us-east4-c,North America,Dionaea,service_probe,TCP,23,140.68.216.191,IN,AS8075,unknown,Linux 2.6.x,,,CVE-2005-4050,payload_captured,,3604,2666,85f1484fd490
2025-07-15T16:38:00,Azure,East US,North America,Cowrie,telnet_login_attempt,TCP,3306,129.209.131.179,VN,AS13335,bad_reputation,Windows 7/8,postgres,qwerty,,connection_attempted,,3854,3359,63bbba29f8af
2025-07-15T16:49:00,Azure,East US,North America,Cowrie,telnet_login_attempt,UDP,143,150.252.249.193,VE,AS45102,known_attacker,Windows 7/8,test,admin,,alert_logged,,4517,3803,6bbbd69bc719
2025-07-15T21:12:00,GCP,us-east4-c,North America,Dionaea,service_probe,TCP,23,62.69.210.128,RU,AS14618,known_attacker,Linux 3.x,,,CVE-2006-2369,authentication_failed,,7592,1001,25637d9412ef
2025-07-15T23:34:00,Azure,Southeast Asia,Asia,Cowrie,command_input,UDP,995,246.156.185.165,US,AS45102,known_attacker,Linux 2.6.x,pi,letmein,,alert_logged,,6162,5664,348797486dbd
2025-07-16T01:03:00,Azure,Southeast Asia,Asia,RDPY,rdp_auth_attempt,UDP,135,235.135.179.58,DE,AS14061,known_attacker,Linux 2.6.x,,,CVE-2006-2369,command_executed,,1704,752,d8e8d6b06e3e
2025-07-16T01:40:00,GCP,us-east4-c,North America,Dionaea,service_probe,UDP,53,136.50.119.226,RU,AS36351,known_attacker,Unknown,,,CVE-2012-0152,connection_attempted,,6660,1556,0c31f27f6773
2025-07-16T03:02:00,GCP,europe-west2-c,Europe,Cowrie,telnet_login_attempt,TCP,22,89.97.201.120,SG,AS45102,unknown,Windows 7/8,admin,123456,,authentication_failed,,8261,2485,83b78976996a
2025-07-16T03:47:00,GCP,europe-west2-c,Europe,Dionaea,service_probe,TCP,135,121.75.83.86,VE,AS37963,bad_reputation,Linux 2.6.x,,,CVE-2001-0540,authentication_failed,,6496,418,0e3167d1aecb
2025-07-16T05:16:00,Azure,East US,North America,Glutton,tcp_connect,TCP,3306,203.20.140.231,RU,AS16509,known_attacker,Unknown,,,,connection_attempted,,9226,4651,bccd0bf17f8d
2025-07-16T07:20:00,Azure,Southeast Asia,Asia,Glutton,tcp_connect,TCP,143,57.69.79.224,CN,AS37963,bad_reputation,Unknown,,,,authentication_failed,,22,2532,5dac2f3267b7
2025-07-16T08:42:00,GCP,us-east4-c,North America,RDPY,rdp_session_start,UDP,22,131.207.176.96,SG,AS16509,unknown,Linux 2.6.x,,,CVE-2012-0152,authentication_failed,,3981,1455,965189a05a70
2025-07-16T12:44:00,Azure,Southeast Asia,Asia,Dionaea,service_probe,TCP,995,16.238.53.17,GB,AS14618,known_attacker,Windows 7/8,,,CVE-2012-0152,alert_logged,,6571,3458,125ed32e4f6c
2025-07-16T16:00:00,GCP,europe-west2-c,Europe,Dionaea,service_probe,TCP,25,25.21.110.136,US,AS14618,bad_reputation,Windows 7/8,,,CVE-2006-2369,command_executed,,5373,4242,b8693daeb324
2025-07-16T16:33:00,GCP,us-east4-c,North America,Glutton,tcp_connect,TCP,1433,26.100.226.35,US,AS14618,bad_reputation,Unknown,,,,connection_attempted,,4154,1306,7671dc630d00
2025-07-16T22:03:00,Azure,East US,North America,Cowrie,command_input,UDP,587,169.137.164.180,CN,AS8075,known_attacker,Windows XP,admin,raspberry,,payload_captured,,7100,2608,8b3c0d9143c9
2025-07-16T22:45:00,GCP,us-east4-c,North America,Cowrie,telnet_login_attempt,TCP,445,75.187.248.111,BR,AS14618,known_attacker,Linux 2.6.x,postgres,admin,,connection_attempted,,5099,3346,d42929530fa2
2025-07-16T23:33:00,AWS,us-east-1c,North America,Dionaea,exploit_attempt,TCP,5900,167.56.205.158,IE,AS14061,known_attacker,Windows 7/8,,,CVE-2006-2369,authentication_failed,,5407,4417,780f332f895a
2025-07-17T00:57:00,Azure,Southeast Asia,Asia,VNClowpot,vnc_auth_attempt,UDP,53,93.141.30.198,VN,AS14061,unknown,Linux 2.6.x,,,CVE-2006-2369,payload_captured,,5828,3516,bda548368b17
2025-07-17T01:48:00,Azure,East US,North America,Glutton,ssh_banner_grab,UDP,3389,31.92.159.87,SG,AS13335,known_attacker,Linux 3.x,,,,command_executed,,6992,5403,99c5f28f7c65
2025-07-17T01:54:00,Azure,East US,North America,Cowrie,command_input,UDP,22,85.10.251.204,RU,AS8075,bad_reputation,Windows 7/8,support,password,,alert_logged,,2338,2961,09b6e3350ba2
2025-07-17T01:58:00,GCP,europe-west2-c,Europe,Glutton,tcp_connect,TCP,135,86.215.87.143,US,AS13335,known_attacker,Unknown,,,,payload_captured,,1001,3323,fdc98d70612e
2025-07-17T02:26:00,GCP,europe-west2-c,Europe,Dionaea,service_probe,UDP,25,99.229.44.38,DE,AS13335,bad_reputation,Unknown,,,CVE-2001-0540,command_executed,,2947,2171,3177b416b8d1
2025-07-17T03:08:00,GCP,us-east4-c,North America,Dionaea,malware_capture,TCP,5060,249.217.254.91,VN,AS8075,known_attacker,Linux 2.6.x,,,CVE-2001-0540,command_executed,c59b2ebce19698f8,1120,1696,37c36b93d47f
2025-07-17T04:22:00,GCP,us-east4-c,North America,Cowrie,telnet_login_attempt,UDP,1433,122.158.51.230,CN,AS15169,known_attacker,Linux 4.x,user,letmein,,command_executed,,2607,2174,eed91f1c9eab
2025-07-17T05:00:00,GCP,europe-west2-c,Europe,Dionaea,exploit_attempt,TCP,1433,34.122.143.247,IN,AS36351,spam,Windows XP,,,CVE-2001-0540,connection_attempted,,4441,3707,58a4f713417a
2025-07-17T06:18:00,AWS,us-east-1c,North America,Dionaea,malware_capture,TCP,143,153.109.181.17,RU,AS15169,bad_reputation,Windows XP,,,CVE-2001-0540,payload_captured,ad871699219fce5d,6257,3314,c89cf87dd60b
2025-07-17T08:49:00,GCP,europe-west2-c,Europe,Cowrie,command_input,TCP,23,48.130.125.191,BR,AS8075,bad_reputation,Linux 2.6.x,oracle,P@ssw0rd,,connection_attempted,,5957,4677,4af64dfdeba9
2025-07-17T09:01:00,GCP,us-east4-c,North America,Glastopf,lfi_rfi,TCP,80,181.219.252.27,US,AS15169,known_attacker,Linux 2.6.x,,,CVE-2006-2369,connection_attempted,08c05e1fc81c1cbc,4089,5926,69452e03dc7e
2025-07-17T12:23:00,GCP,europe-west2-c,Europe,Dionaea,malware_capture,TCP,465,12.70.171.152,IN,AS16509,bad_reputation,Windows 7/8,,,CVE-2006-2369,authentication_failed,f380c7835d3750ff,6414,3051,be47b851e30a
2025-07-17T17:04:00,Azure,East US,North America,Glutton,ssh_banner_grab,TCP,5900,175.173.229.134,VE,AS14618,bad_reputation,Linux 3.x,,,,command_executed,,6198,1960,3b19383d5d60
2025-07-17T20:30:00,AWS,us-east-1c,North America,Cowrie,ssh_login_attempt,UDP,143,112.209.122.161,IN,AS45102,bad_reputation,Linux 2.6.x,admin,admin,,command_executed,,6686,3513,8fb7200d279d
2025-07-17T20:37:00,GCP,us-east4-c,North America,Glutton,ssh_banner_grab,UDP,80,225.130.173.142,BR,AS8075,bad_reputation,Linux 3.x,,,,authentication_failed,,7245,2740,dcdfcd39ad69
2025-07-17T23:23:00,Azure,Southeast Asia,Asia,Cowrie,ssh_login_attempt,UDP,443,125.12.179.73,US,AS14618,bad_reputation,Windows XP,root,letmein,,command_executed,,1818,3244,0a4ec51cbe15
2025-07-18T01:14:00,GCP,us-east4-c,North America,Glutton,ssh_banner_grab,TCP,80,76.173.139.92,GB,AS13335,bad_reputation,Unknown,,,,connection_attempted,,4714,6360,7d5937f14a27
2025-07-18T02:14:00,Azure,East US,North America,Heralding,credential_capture,UDP,110,3.21.139.28,US,AS14061,bad_reputation,Linux 3.x,user,toor,,connection_attempted,,9310,3041,ff3aabb85dcb
2025-07-18T02:38:00,Azure,East US,North America,Cowrie,telnet_login_attempt,TCP,993,113.128.44.157,IN,AS36351,bad_reputation,Linux 4.x,test,P@ssw0rd,,payload_captured,,6113,3874,681ea52395b8
2025-07-18T03:20:00,AWS,us-east-1c,North America,Cowrie,command_input,TCP,443,203.3.139.175,CN,AS14061,spam,Linux 3.x,user,qwerty,,payload_captured,,3067,5929,05c6743fcb71
2025-07-18T03:23:00,Azure,Southeast Asia,Asia,Glutton,ssh_banner_grab,UDP,23,33.241.145.40,IE,AS14618,benign_suspected,Linux 3.x,,,,command_executed,,7481,1511,caf58b33edf2
2025-07-18T06:03:00,Azure,East US,North America,Dionaea,service_probe,UDP,135,100.240.231.241,IE,AS36351,spam,Windows 7/8,,,CVE-2006-2369,command_executed,,2195,1757,c36be1a78253
2025-07-18T06:16:00,GCP,europe-west2-c,Europe,Dionaea,exploit_attempt,TCP,135,90.161.192.28,DE,AS14061,bad_reputation,Linux 2.6.x,,,CVE-2001-0540,payload_captured,,7065,4311,b38fd35101c2
2025-07-18T06:35:00,GCP,us-east4-c,North America,Heralding,credential_capture,TCP,587,10.182.231.49,IE,AS36351,known_attacker,Windows 7/8,test,admin,,alert_logged,,5316,4800,e32e9336c071
2025-07-18T06:43:00,GCP,europe-west2-c,Europe,Heralding,credential_capture,UDP,5900,254.28.167.218,BR,AS14618,bad_reputation,Windows 7/8,oracle,raspberry,,alert_logged,,4577,3041,709884f6671a
2025-07-18T11:12:00,GCP,us-east4-c,North America,Cowrie,command_input,UDP,8080,87.217.136.162,GB,AS36351,known_attacker,Unknown,,,,command_executed,,8533,2204,fe9aa6492e09
2025-07-18T14:03:00,AWS,us-east-1c,North America,Dionaea,service_probe,TCP,139,140.186.146.59,CN,AS14618,bad_reputation,Unknown,,,CVE-2006-2369,connection_attempted,,3471,890,cdadf2abb8bb
2025-07-18T18:41:00,GCP,us-east4-c,North America,Cowrie,command_input,TCP,3306,194.99.174.187,CN,AS36351,known_attacker,Linux 3.x,test,toor,,command_executed,,3397,846,19ab8459da10
2025-07-18T19:50:00,Azure,Southeast Asia,Asia,Cowrie,command_input,TCP,465,220.151.115.146,SG,AS45102,unknown,Linux 4.x,user,P@ssw0rd,,authentication_failed,,5291,3270,7740ac09cda3
2025-07-18T20:15:00,GCP,us-east4-c,North America,Cowrie,command_input,TCP,465,77.240.50.84,CN,AS14618,bad_reputation,Windows 7/8,root,P@ssw0rd,,payload_captured,,397,819,4574e013a0b9
2025-07-18T21:14:00,AWS,us-east-1c,North America,Suricata,ids_alert,UDP,445,24.124.242.24,SG,AS37963,bad_reputation,Unknown,,,CVE-2001-0540,command_executed,,5565,3450,12e6b3d6f66c
2025-07-18T22:24:00,Azure,Southeast Asia,Asia,Suricata,ids_alert,TCP,135,98.72.186.162,US,AS15169,unknown,Windows XP,,,CVE-2005-4050,authentication_failed,,543,1475,5f0ff964ffbe
2025-07-19T08:21:00,Azure,Southeast Asia,Asia,Dionaea,malware_capture,UDP,53,206.155.170.188,US,AS13335,known_attacker,Windows XP,,,CVE-2001-0540,alert_logged,f9005dc9c6cf8175,6251,2842,fe8c3f82b27d
2025-07-19T08:33:00,AWS,us-east-1c,North America,Cowrie,ssh_login_attempt,TCP,110,119.206.216.99,DE,AS45102,benign_suspected,Unknown,pi,qwerty,,command_executed,,2798,3452,d1dd02c71e12
2025-07-19T08:37:00,AWS,us-east-1c,North America,Dionaea,service_probe,UDP,5900,27.1.140.59,GB,AS16509,bad_reputation,Linux 2.6.x,,,CVE-2012-0152,payload_captured,,4035,4619,968ef4e802d9
2025-07-19T10:16:00,GCP,europe-west2-c,Europe,Dionaea,exploit_attempt,TCP,1433,213.131.61.125,DE,AS37963,known_attacker,Linux 3.x,,,CVE-2012-0152,connection_attempted,,4157,1250,0f022bfd3e32
2025-07-19T14:12:00,AWS,us-east-1c,North America,Cowrie,telnet_login_attempt,UDP,993,237.122.150.147,DE,AS13335,unknown,Windows XP,postgres,admin,,command_executed,,7897,4338,15f65a732e06
2025-07-19T15:37:00,AWS,us-east-1c,North America,Dionaea,malware_capture,TCP,139,151.252.234.227,IE,AS36351,bad_reputation,Linux 2.6.x,,,CVE-2006-2369,payload_captured,7fb18b067ffbc672,5046,3285,f43b7d75f7cc
2025-07-19T15:46:00,Azure,East US,North America,Cowrie,command_input,TCP,5900,37.189.75.213,DE,AS16509,bad_reputation,Unknown,postgres,letmein,,command_executed,,3236,4262,0a5c84026042
2025-07-19T15:57:00,GCP,us-east4-c,North America,Dionaea,exploit_attempt,UDP,110,131.79.63.74,IN,AS45102,bad_reputation,Windows 7/8,,,CVE-2012-0152,alert_logged,,4205,2365,3c158486e17c
2025-07-19T16:12:00,Azure,Southeast Asia,Asia,Dionaea,exploit_attempt,UDP,23,216.212.158.13,IN,AS16509,known_attacker,Linux 3.x,,,CVE-2006-2369,connection_attempted,,3615,3202,7cdca19969b2
2025-07-19T18:39:00,GCP,us-east4-c,North America,RDPY,rdp_session_start,TCP,1433,184.50.228.213,RU,AS37963,benign_suspected,Linux 2.6.x,,,CVE-2012-0152,command_executed,,10533,2919,4ccd66d0d085
2025-07-19T18:47:00,Azure,Southeast Asia,Asia,Glastopf,sql_injection,UDP,445,155.113.90.83,US,AS14061,unknown,Unknown,,,CVE-2012-0152,command_executed,,5100,1336,35f2d89bea17
2025-07-19T18:49:00,Azure,East US,North America,Glutton,ssh_banner_grab,TCP,53,234.58.31.135,VE,AS13335,known_attacker,Linux 2.6.x,,,,alert_logged,,4248,3227,42320f879602
2025-07-19T18:50:00,AWS,us-east-1c,North America,Cowrie,command_input,UDP,8080,186.124.228.126,IN,AS45102,bad_reputation,Unknown,support,raspberry,,connection_attempted,,5609,1054,a956358ddf72
2025-07-19T19:54:00,Azure,Southeast Asia,Asia,Cowrie,command_input,UDP,110,208.206.188.201,GB,AS16509,unknown,Windows 7/8,guest,letmein,,payload_captured,,8151,3495,3079428511cf
2025-07-19T21:35:00,GCP,europe-west2-c,Europe,RDPY,rdp_session_start,UDP,25,37.44.42.234,DE,AS45102,bad_reputation,Linux 2.6.x,,,CVE-2001-0540,command_executed,,4640,2754,9dcd95671f87
2025-07-20T01:34:00,AWS,us-east-1c,North America,Glutton,ssh_banner_grab,TCP,465,209.65.64.4,SG,AS14061,bad_reputation,Unknown,,,,alert_logged,,5661,5277,aa19a41be90b
2025-07-20T02:50:00,Azure,East US,North America,Cowrie,telnet_login_attempt,TCP,3389,174.158.186.157,GB,AS16509,bad_reputation,Windows 7/8,user,,,command_executed,,3350,5142,d8e0b623fee2
2025-07-20T04:35:00,Azure,East US,North America,Cowrie,command_input,UDP,993,217.131.75.103,DE,AS45102,unknown,Windows 7/8,oracle,12345678,,alert_logged,,6947,4496,9b9054644291
2025-07-20T05:43:00,GCP,us-east4-c,North America,Dionaea,malware_capture,UDP,995,213.109.112.78,SG,AS8075,bad_reputation,Windows XP,,,CVE-2001-0540,connection_attempted,cb699d55ba19ab69,1858,309,54f8bd1efae0
2025-07-20T05:48:00,GCP,europe-west2-c,Europe,Glutton,ssh_banner_grab,TCP,23,168.155.209.88,IN,AS8075,known_attacker,Linux 3.x,,,,command_executed,,8716,3087,ec6ea2e6c00e
2025-07-20T07:07:00,AWS,us-east-1c,North America,Dionaea,service_probe,TCP,587,226.131.119.18,IE,AS15169,known_attacker,Unknown,,,CVE-2005-4050,authentication_failed,,5323,4057,9dab59029985
