timestamp,provider,region,continent,honeypot,event_type,protocol,dst_port,src_ip,src_country,asn,ip_reputation,src_os,username,password,cve,action,payload_sample_hash,bytes_in,bytes_out,session_id,hour,dow,anomaly_score,anomaly_percentile,anomaly_z
2025-07-10 18:08:00,azure,east us,North America,heralding,credential_capture,udp,3389,149.99.239.157,br,,known_attacker,unknown,admin,12345678,nan,payload_captured,,4734,3003,4ca8fb43cfdb,18,3,0.1292059,0.072,-1.1620889
2025-07-10 22:16:00,aws,us-east-1c,North America,dionaea,service_probe,udp,995,44.224.18.98,gb,,bad_reputation,linux 4.x,,,cve-2005-4050,alert_logged,,2527,1590,d14b6f6fed69,22,3,0.20890294,0.774,0.55715895
2025-07-11 00:03:00,azure,east us,North America,vnclowpot,vnc_auth_attempt,udp,587,183.212.238.127,us,,bad_reputation,windows xp,,,cve-2006-2369,authentication_failed,,2397,3398,9e9201b566a4,0,4,0.18056524,0.568,-0.054150227
2025-07-11 01:46:00,azure,southeast asia,Asia,cowrie,command_input,udp,23,72.142.124.215,de,,bad_reputation,linux 2.6.x,root,P@ssw0rd,nan,connection_attempted,,6089,3779,d417d1d3df13,1,4,0.16098003,0.374,-0.47664803
2025-07-11 02:43:00,gcp,europe-west2-c,Europe,dionaea,exploit_attempt,tcp,445,4.216.243.100,ru,,known_attacker,windows 7/8,,,cve-2005-4050,authentication_failed,,5772,3430,540028b16cd0,2,4,0.15670598,0.322,-0.5688492
2025-07-11 02:58:00,azure,southeast asia,Asia,dionaea,service_probe,tcp,8080,27.15.241.68,ie,,spam,linux 2.6.x,,,cve-2005-4050,alert_logged,,5899,3822,accaee059b84,2,4,0.32479072,0.99,3.057124
2025-07-11 03:09:00,aws,us-east-1c,North America,cowrie,telnet_login_attempt,tcp,587,152.70.112.169,in,,bad_reputation,windows xp,support,123456,nan,authentication_failed,,7185,1727,e82814628650,3,4,0.17484048,0.502,-0.17764637
2025-07-11 03:31:00,gcp,us-east4-c,North America,cowrie,command_input,tcp,445,60.75.208.206,ve,,bad_reputation,windows 7/8,guest,qwerty,nan,authentication_failed,,6564,1818,2e0072c38807,3,4,0.14852756,0.24,-0.7452763
2025-07-11 03:56:00,gcp,europe-west2-c,Europe,glutton,ssh_banner_grab,udp,465,14.152.243.200,ie,,bad_reputation,linux 2.6.x,,,nan,alert_logged,,3249,6144,2d53c18c4c5b,3,4,0.233619,0.878,1.0903411
2025-07-11 04:33:00,aws,us-east-1c,North America,dionaea,service_probe,udp,23,108.156.88.18,vn,,bad_reputation,linux 2.6.x,,,cve-2001-0540,authentication_failed,,6491,2573,24efc27f8aef,4,4,0.17019288,0.46,-0.2779057
2025-07-11 06:02:00,gcp,us-east4-c,North America,glutton,ssh_banner_grab,tcp,993,140.164.69.83,de,,bad_reputation,unknown,,,nan,alert_logged,,4532,4145,489699ff1186,6,4,0.12432165,0.042,-1.2674533
2025-07-11 08:04:00,azure,southeast asia,Asia,rdpy,rdp_session_start,udp,3306,92.40.22.192,vn,,known_attacker,unknown,,,cve-2012-0152,authentication_failed,,5932,3441,4b14cc702d9d,8,4,0.1374454,0.126,-0.9843438
2025-07-11 09:32:00,azure,east us,North America,dionaea,exploit_attempt,tcp,25,153.33.249.1,ru,,bad_reputation,linux 2.6.x,,,cve-2006-2369,authentication_failed,,6657,2935,2b88ef0251ab,9,4,0.13499089,0.096,-1.0372934
2025-07-11 10:36:00,azure,southeast asia,Asia,vnclowpot,vnc_auth_attempt,tcp,8080,186.147.54.114,gb,,bad_reputation,windows 7/8,,,cve-2012-0152,authentication_failed,,5570,1063,c5de5205becf,10,4,0.31836545,0.986,2.9185162
2025-07-11 11:17:00,azure,southeast asia,Asia,dionaea,malware_capture,tcp,25,144.152.212.207,de,,spam,unknown,,,cve-2012-0152,connection_attempted,20da3224d8c30f5c,1776,1716,7484bc496b19,11,4,0.16589485,0.41,-0.3706241
2025-07-11 12:12:00,azure,east us,North America,mailoney,relay_attempt,udp,8080,101.192.169.161,cn,,known_attacker,linux 3.x,,,nan,alert_logged,,7327,2214,248687066484,12,4,0.27459833,0.954,1.974359
2025-07-11 13:16:00,gcp,europe-west2-c,Europe,cowrie,command_input,udp,143,95.15.65.113,cn,,known_attacker,linux 4.x,postgres,raspberry,nan,connection_attempted,,4380,4250,36b0c0bf5817,13,4,0.1256652,0.052,-1.2384698
2025-07-11 15:37:00,gcp,europe-west2-c,Europe,cowrie,telnet_login_attempt,udp,3389,30.218.11.188,br,,bad_reputation,linux 3.x,user,P@ssw0rd,nan,connection_attempted,,3918,4238,c3f9e5bc4e08,15,4,0.12563391,0.05,-1.2391448
2025-07-11 15:55:00,azure,east us,North America,heralding,credential_capture,tcp,993,174.22.73.118,sg,,known_attacker,linux 3.x,,,nan,command_executed,,7228,3037,4ad47cb2086b,15,4,0.11899221,0.022,-1.3824215
2025-07-11 21:41:00,azure,southeast asia,Asia,honeytrap,unknown_service_probe,udp,8080,181.89.21.82,in,,unknown,linux 3.x,,,nan,alert_logged,,6841,2511,33b2c4a79122,21,4,0.2895562,0.966,2.2970347
2025-07-11 22:58:00,gcp,europe-west2-c,Europe,vnclowpot,vnc_auth_attempt,tcp,5900,113.167.35.29,ru,,known_attacker,windows xp,,,cve-2012-0152,payload_captured,,3288,2421,be8aef01f193,22,4,0.24658127,0.908,1.3699669
2025-07-11 23:56:00,aws,us-east-1c,North America,glastopf,lfi_rfi,udp,25,183.181.176.67,in,,known_attacker,windows 7/8,,,cve-2012-0152,authentication_failed,70fa0d0004ef7010,4593,5050,0f20ae3fba38,23,4,0.20945515,0.782,0.5690713
2025-07-12 00:02:00,gcp,europe-west2-c,Europe,mailoney,smtp_probe,udp,143,218.69.28.72,us,,known_attacker,linux 2.6.x,,,nan,command_executed,163f603de44a67e6,6756,4364,6d26752b083b,0,5,0.20116492,0.72,0.39023203
2025-07-12 05:12:00,aws,us-east-1c,North America,heralding,credential_capture,tcp,3306,179.50.212.43,ie,,bad_reputation,windows 7/8,test,letmein,nan,command_executed,,6013,4120,9baadf4a971e,5,5,0.15768744,0.332,-0.54767674
2025-07-12 06:23:00,aws,us-east-1c,North America,glutton,tcp_connect,tcp,1433,220.5.158.43,ie,,known_attacker,windows 7/8,,,nan,command_executed,,6904,4957,a349d705c34e,6,5,0.1586001,0.34,-0.52798843
2025-07-12 09:33:00,azure,southeast asia,Asia,dionaea,service_probe,tcp,445,228.164.154.247,us,,known_attacker,linux 2.6.x,,,nan,authentication_failed,,5231,1546,78a8aea2eb3e,9,5,0.1411518,0.156,-0.90438837
2025-07-12 10:53:00,gcp,europe-west2-c,Europe,glutton,tcp_connect,udp,3306,43.59.49.175,in,,known_attacker,unknown,,,nan,payload_captured,,7481,1945,2ca6e30c0db0,10,5,0.15217009,0.272,-0.6666986
2025-07-12 10:58:00,gcp,us-east4-c,North America,cowrie,ssh_login_attempt,udp,53,108.127.87.62,in,,unknown,linux 3.x,admin,P@ssw0rd,nan,connection_attempted,,2617,3531,082e0c07d9a9,10,5,0.15891103,0.342,-0.521281
2025-07-12 11:58:00,gcp,us-east4-c,North America,suricata,ids_alert,tcp,25,19.101.31.50,vn,,bad_reputation,windows 7/8,,,cve-2006-2369,command_executed,,6013,2002,188413729ac0,11,5,0.15929016,0.354,-0.5131023
2025-07-12 13:14:00,azure,east us,North America,vnclowpot,vnc_auth_attempt,tcp,993,196.6.60.19,br,,known_attacker,linux 3.x,,,cve-2001-0540,authentication_failed,,4313,5107,1b0cd1fb51ba,13,5,0.16816662,0.438,-0.32161677
2025-07-12 14:11:00,gcp,us-east4-c,North America,glutton,ssh_banner_grab,udp,443,45.42.70.152,cn,,known_attacker,linux 2.6.x,,,nan,command_executed,,8812,5966,776e51cbb2b7,14,5,0.14466111,0.194,-0.82868445
2025-07-12 15:31:00,azure,southeast asia,Asia,dionaea,service_probe,tcp,5900,115.110.163.209,in,,bad_reputation,linux 3.x,,,cve-2006-2369,authentication_failed,,1597,2642,5faf28dd58ef,15,5,0.25126937,0.92,1.4711
2025-07-12 17:49:00,gcp,us-east4-c,North America,cowrie,ssh_login_attempt,tcp,8080,65.111.128.131,gb,,known_attacker,unknown,test,P@ssw0rd,nan,connection_attempted,,8861,2391,bfd7ab02650c,17,5,0.25001696,0.914,1.4440825
2025-07-12 23:00:00,azure,east us,North America,cowrie,ssh_login_attempt,tcp,465,132.207.100.231,de,,bad_reputation,windows xp,root,toor,nan,authentication_failed,,2822,3852,a6a1719ae3f6,23,5,0.19784196,0.696,0.3185482
2025-07-13 01:58:00,aws,us-east-1c,North America,dionaea,malware_capture,tcp,445,41.58.63.71,us,,known_attacker,unknown,,,cve-2006-2369,alert_logged,4eca5d22adf4c3a6,5299,3824,14af9709867b,1,6,0.20613526,0.76,0.4974537
2025-07-13 04:23:00,azure,east us,North America,cowrie,telnet_login_attempt,tcp,25,17.156.119.155,in,,spam,linux 3.x,oracle,password,nan,authentication_failed,,5607,3365,9a107fbd324d,4,6,0.17808439,0.534,-0.10766784
2025-07-13 05:20:00,aws,us-east-1c,North America,cowrie,command_input,udp,80,60.27.81.125,ve,,bad_reputation,linux 3.x,,,nan,authentication_failed,,3819,2478,292494ebd429,5,6,0.17483515,0.5,-0.17776145
2025-07-13 06:12:00,azure,east us,North America,dionaea,service_probe,udp,445,1.9.50.199,br,,bad_reputation,linux 2.6.x,,,cve-2005-4050,payload_captured,,4103,3619,e70a8fc1c4bd,6,6,0.1798422,0.56,-0.06974773
2025-07-13 07:01:00,gcp,europe-west2-c,Europe,cowrie,command_input,tcp,139,109.252.134.165,us,,unknown,windows 7/8,test,admin,nan,command_executed,,4862,6336,24047ee77a1e,7,6,0.22582117,0.854,0.92212385
2025-07-13 11:04:00,gcp,europe-west2-c,Europe,cowrie,telnet_login_attempt,udp,143,165.202.138.113,de,,bad_reputation,linux 4.x,postgres,P@ssw0rd,nan,alert_logged,,2934,4480,439809e855e0,11,6,0.18805315,0.616,0.107381105
2025-07-13 14:23:00,aws,us-east-1c,North America,dionaea,malware_capture,tcp,3306,244.71.117.191,ie,,bad_reputation,linux 4.x,,,cve-2005-4050,authentication_failed,2621d53b1240f6e3,4753,4716,2087eb9f6af9,14,6,0.17756681,0.522,-0.11883316
2025-07-13 14:30:00,aws,us-east-1c,North America,heralding,credential_capture,tcp,5900,188.81.137.107,gb,,known_attacker,linux 3.x,user,letmein,nan,alert_logged,,6327,3954,83267218f721,14,6,0.1788127,0.546,-0.09195654
2025-07-13 18:13:00,aws,us-east-1c,North America,glutton,ssh_banner_grab,tcp,445,110.12.163.245,cn,,bad_reputation,windows xp,,,nan,authentication_failed,,2544,3316,340de6ee8709,18,6,0.20004392,0.708,0.3660495
2025-07-13 19:00:00,azure,east us,North America,dionaea,service_probe,tcp,80,29.57.36.227,in,,bad_reputation,linux 2.6.x,,,nan,alert_logged,,2890,1072,2fdc362fde53,19,6,0.2228895,0.842,0.85888106
2025-07-13 19:57:00,azure,southeast asia,Asia,heralding,credential_capture,tcp,5060,28.105.214.149,vn,,known_attacker,linux 3.x,,,nan,connection_attempted,,4232,3582,5470febb2df2,19,6,0.18247631,0.58,-0.012923986
2025-07-13 20:04:00,azure,southeast asia,Asia,glutton,tcp_connect,udp,995,224.252.129.192,br,,bad_reputation,windows 7/8,,,nan,payload_captured,,32,4823,6ef5dbc0941c,20,6,0.31301078,0.982,2.8030035
2025-07-13 20:24:00,gcp,us-east4-c,North America,cowrie,command_input,udp,993,118.176.229.252,vn,,benign_suspected,linux 3.x,user,qwerty,nan,payload_captured,,4820,1822,14fb973f249f,20,6,0.18913719,0.624,0.13076644
2025-07-13 21:19:00,aws,us-east-1c,North America,mailoney,relay_attempt,tcp,23,51.242.5.159,de,,known_attacker,linux 3.x,,,nan,alert_logged,,5422,2458,3a8ba8ee5291,21,6,0.19521825,0.676,0.26194882
2025-07-13 23:16:00,aws,us-east-1c,North America,glutton,ssh_banner_grab,tcp,587,130.82.184.35,in,,unknown,linux 2.6.x,,,nan,payload_captured,,6875,3231,ab5730fb21bb,23,6,0.18941687,0.628,0.13679977
2025-07-14 00:31:00,azure,southeast asia,Asia,cowrie,ssh_login_attempt,tcp,465,41.44.110.148,cn,,known_attacker,unknown,oracle,admin,nan,connection_attempted,,7161,3932,01b053d300a6,0,0,0.20457332,0.744,0.46375906
2025-07-14 01:54:00,azure,east us,North America,cowrie,command_input,tcp,135,244.84.192.39,ie,,benign_suspected,unknown,guest,123456,nan,alert_logged,,7171,5199,967fa8136878,1,0,0.24826294,0.91,1.4062444
2025-07-14 03:21:00,gcp,europe-west2-c,Europe,rdpy,rdp_auth_attempt,udp,53,200.29.200.129,sg,,known_attacker,windows xp,,,cve-2005-4050,alert_logged,,4164,5736,6da59320c19d,3,0,0.2593119,0.93,1.644596
2025-07-14 06:01:00,gcp,us-east4-c,North America,dionaea,service_probe,udp,143,176.161.120.103,ru,,spam,linux 3.x,,,cve-2012-0152,alert_logged,,5589,681,3a8161d4f3c7,6,0,0.18349633,0.588,0.00908006
2025-07-14 08:57:00,gcp,europe-west2-c,Europe,dionaea,malware_capture,udp,53,201.158.44.115,vn,,unknown,windows 7/8,,,cve-2012-0152,payload_captured,71f384fca29799c2,4330,1550,b4f5583d9cc4,8,0,0.15321168,0.282,-0.6442291
2025-07-14 09:23:00,azure,east us,North America,dionaea,exploit_attempt,tcp,5060,230.105.167.48,ru,,known_attacker,unknown,,,cve-2006-2369,authentication_failed,,4879,2002,834ed804a543,9,0,0.18985634,0.632,0.14628004
2025-07-14 09:56:00,gcp,us-east4-c,North America,dionaea,exploit_attempt,udp,139,202.193.202.25,vn,,unknown,unknown,,,cve-2012-0152,connection_attempted,,5378,3169,1ee20f93d812,9,0,0.15943138,0.358,-0.5100559
2025-07-14 11:22:00,aws,us-east-1c,North America,dionaea,service_probe,tcp,8080,246.32.191.52,in,,known_attacker,windows xp,,,cve-2006-2369,authentication_failed,,5449,1130,a4b03f66b6e3,11,0,0.3453218,0.996,3.5000265
2025-07-14 15:09:00,azure,east us,North America,cowrie,ssh_login_attempt,tcp,22,114.105.84.28,de,,known_attacker,linux 2.6.x,root,letmein,nan,alert_logged,,4932,2554,44518557ac7c,15,0,0.14508432,0.196,-0.8195549
2025-07-14 15:34:00,azure,southeast asia,Asia,glutton,tcp_connect,udp,110,62.162.101.170,vn,,known_attacker,windows 7/8,,,nan,authentication_failed,,7118,3627,85229cf41b50,15,0,0.17416266,0.492,-0.1922686
2025-07-14 17:03:00,azure,east us,North America,cowrie,telnet_login_attempt,udp,25,101.37.31.161,us,,known_attacker,windows xp,oracle,toor,nan,authentication_failed,,2648,3071,467dbfe7955e,17,0,0.16898425,0.446,-0.30397868
2025-07-14 20:34:00,gcp,us-east4-c,North America,cowrie,ssh_login_attempt,udp,995,23.240.173.41,vn,,known_attacker,windows 7/8,user,admin,nan,alert_logged,,3763,4043,1d0fffb65f79,20,0,0.17968158,0.558,-0.07321267
2025-07-14 23:17:00,azure,east us,North America,cowrie,ssh_login_attempt,udp,22,112.18.142.252,de,,unknown,windows 7/8,pi,123456,nan,alert_logged,,5477,4541,c0880e1742ec,23,0,0.22262871,0.84,0.85325533
2025-07-15 01:14:00,gcp,europe-west2-c,Europe,dionaea,exploit_attempt,tcp,80,195.141.39.21,ie,,bad_reputation,linux 3.x,,,cve-2012-0152,command_executed,,7273,5052,c5a6174a29d4,1,1,0.22850384,0.866,0.97999525
2025-07-15 02:32:00,gcp,us-east4-c,North America,dionaea,service_probe,tcp,993,69.136.143.246,gb,,known_attacker,linux 3.x,,,cve-2006-2369,connection_attempted,,4054,3042,e6633f32ae7d,2,1,0.13530758,0.1,-1.0304617
2025-07-15 04:49:00,gcp,us-east4-c,North America,dionaea,malware_capture,tcp,23,194.166.134.3,de,,known_attacker,linux 2.6.x,,,cve-2012-0152,authentication_failed,b282295e0b1e8699,7037,2242,2f667bda7f80,4,1,0.16975741,0.456,-0.2872998
2025-07-15 04:49:00,azure,east us,North America,glutton,tcp_connect,tcp,22,250.22.84.173,us,,benign_suspected,unknown,,,nan,command_executed,,1342,4040,1ba9be49ea1f,4,1,0.1785888,0.542,-0.096786685
2025-07-15 05:39:00,gcp,us-east4-c,North America,dionaea,exploit_attempt,tcp,587,2.176.104.39,cn,,bad_reputation,unknown,,,cve-2006-2369,command_executed,,6199,300,4ad8439c151c,5,1,0.17905958,0.552,-0.086630724
2025-07-15 05:41:00,azure,east us,North America,rdpy,rdp_session_start,udp,8080,188.99.233.50,cn,,known_attacker,linux 2.6.x,,,cve-2005-4050,authentication_failed,,6807,5516,294aca7551eb,5,1,0.3568396,0.998,3.7484915
2025-07-15 08:34:00,azure,east us,North America,cowrie,telnet_login_attempt,tcp,587,182.185.217.166,br,,benign_suspected,windows xp,oracle,letmein,nan,payload_captured,,5244,3801,ce62c503b714,8,1,0.13724464,0.122,-0.98867476
2025-07-15 10:01:00,azure,southeast asia,Asia,cowrie,command_input,tcp,23,149.58.84.141,ie,,spam,windows 7/8,pi,12345678,nan,payload_captured,,5560,5849,d692931cd3bf,10,1,0.19807035,0.698,0.3234751
2025-07-15 10:16:00,aws,us-east-1c,North America,suricata,ids_alert,tcp,80,206.187.58.166,br,,bad_reputation,windows xp,,,cve-2012-0152,alert_logged,,3527,1789,b84d1e396e02,10,1,0.14233032,0.178,-0.8789651
2025-07-15 12:14:00,gcp,europe-west2-c,Europe,cowrie,command_input,udp,1433,142.89.19.124,de,,bad_reputation,windows 7/8,admin,,nan,alert_logged,,7190,4674,5a19b4cc4085,12,1,0.13745618,0.128,-0.9841114
2025-07-15 14:54:00,gcp,us-east4-c,North America,heralding,credential_capture,udp,25,241.76.128.67,gb,,bad_reputation,windows 7/8,oracle,12345678,nan,command_executed,,1955,2878,0170ff02a94e,14,1,0.15187159,0.27,-0.6731379
2025-07-15 16:06:00,gcp,us-east4-c,North America,dionaea,service_probe,tcp,23,140.68.216.191,in,,unknown,linux 2.6.x,,,cve-2005-4050,payload_captured,,3604,2666,85f1484fd490,16,1,0.1514557,0.262,-0.68210965
2025-07-15 16:38:00,azure,east us,North America,cowrie,telnet_login_attempt,tcp,3306,129.209.131.179,vn,,bad_reputation,windows 7/8,postgres,qwerty,nan,connection_attempted,,3854,3359,63bbba29f8af,16,1,0.13803612,0.132,-0.97160083
2025-07-15 16:49:00,azure,east us,North America,cowrie,telnet_login_attempt,udp,143,150.252.249.193,ve,,known_attacker,windows 7/8,test,admin,nan,alert_logged,,4517,3803,6bbbd69bc719,16,1,0.137099,0.116,-0.99181664
2025-07-15 21:12:00,gcp,us-east4-c,North America,dionaea,service_probe,tcp,23,62.69.210.128,ru,,known_attacker,linux 3.x,,,cve-2006-2369,authentication_failed,,7592,1001,25637d9412ef,21,1,0.22744401,0.86,0.9571323
2025-07-15 23:34:00,azure,southeast asia,Asia,cowrie,command_input,udp,995,246.156.185.165,us,,known_attacker,linux 2.6.x,pi,letmein,nan,alert_logged,,6162,5664,348797486dbd,23,1,0.18458992,0.592,0.032671437
2025-07-16 01:03:00,azure,southeast asia,Asia,rdpy,rdp_auth_attempt,udp,135,235.135.179.58,de,,known_attacker,linux 2.6.x,,,cve-2006-2369,command_executed,,1704,752,d8e8d6b06e3e,1,2,0.13926344,0.146,-0.94512475
2025-07-16 01:40:00,gcp,us-east4-c,North America,dionaea,service_probe,udp,53,136.50.119.226,ru,,known_attacker,unknown,,,cve-2012-0152,connection_attempted,,6660,1556,0c31f27f6773,1,2,0.17803472,0.532,-0.10873924
2025-07-16 03:02:00,gcp,europe-west2-c,Europe,cowrie,telnet_login_attempt,tcp,22,89.97.201.120,sg,,unknown,windows 7/8,admin,123456,nan,authentication_failed,,8261,2485,83b78976996a,3,2,0.18813859,0.62,0.10922431
2025-07-16 03:47:00,gcp,europe-west2-c,Europe,dionaea,service_probe,tcp,135,121.75.83.86,ve,,bad_reputation,linux 2.6.x,,,cve-2001-0540,authentication_failed,,6496,418,0e3167d1aecb,3,2,0.19538327,0.678,0.2655086
2025-07-16 05:16:00,azure,east us,North America,glutton,tcp_connect,tcp,3306,203.20.140.231,ru,,known_attacker,unknown,,,nan,connection_attempted,,9226,4651,bccd0bf17f8d,5,2,0.18486483,0.596,0.03860191
2025-07-16 07:20:00,azure,southeast asia,Asia,glutton,tcp_connect,tcp,143,57.69.79.224,cn,,bad_reputation,unknown,,,nan,authentication_failed,,22,2532,5dac2f3267b7,7,2,0.15555753,0.314,-0.5936238
2025-07-16 08:42:00,gcp,us-east4-c,North America,rdpy,rdp_session_start,udp,22,131.207.176.96,sg,,unknown,linux 2.6.x,,,cve-2012-0152,authentication_failed,,3981,1455,965189a05a70,8,2,0.13838427,0.136,-0.9640904
2025-07-16 12:44:00,azure,southeast asia,Asia,dionaea,service_probe,tcp,995,16.238.53.17,gb,,known_attacker,windows 7/8,,,cve-2012-0152,alert_logged,,6571,3458,125ed32e4f6c,12,2,0.123012714,0.032,-1.2956901
2025-07-16 16:00:00,gcp,europe-west2-c,Europe,dionaea,service_probe,tcp,25,25.21.110.136,us,,bad_reputation,windows 7/8,,,cve-2006-2369,command_executed,,5373,4242,b8693daeb324,16,2,0.136472,0.106,-1.0053424
2025-07-16 16:33:00,gcp,us-east4-c,North America,glutton,tcp_connect,tcp,1433,26.100.226.35,us,,bad_reputation,unknown,,,nan,connection_attempted,,4154,1306,7671dc630d00,16,2,0.13096598,0.082,-1.1241199
2025-07-16 22:03:00,azure,east us,North America,cowrie,command_input,udp,587,169.137.164.180,cn,,known_attacker,windows xp,admin,raspberry,nan,payload_captured,,7100,2608,8b3c0d9143c9,22,2,0.15675344,0.324,-0.5678254
2025-07-16 22:45:00,gcp,us-east4-c,North America,cowrie,telnet_login_attempt,tcp,445,75.187.248.111,br,,known_attacker,linux 2.6.x,postgres,admin,nan,connection_attempted,,5099,3346,d42929530fa2,22,2,0.1400443,0.152,-0.9282797
2025-07-16 23:33:00,aws,us-east-1c,North America,dionaea,exploit_attempt,tcp,5900,167.56.205.158,ie,,known_attacker,windows 7/8,,,cve-2006-2369,authentication_failed,,5407,4417,780f332f895a,23,2,0.22624537,0.858,0.93127495
2025-07-17 00:57:00,azure,southeast asia,Asia,vnclowpot,vnc_auth_attempt,udp,53,93.141.30.198,vn,,unknown,linux 2.6.x,,,cve-2006-2369,payload_captured,,5828,3516,bda548368b17,0,3,0.18775639,0.61,0.10097939
2025-07-17 01:48:00,azure,east us,North America,glutton,ssh_banner_grab,udp,3389,31.92.159.87,sg,,known_attacker,linux 3.x,,,nan,command_executed,,6992,5403,99c5f28f7c65,1,3,0.20107232,0.716,0.38823453
2025-07-17 01:54:00,azure,east us,North America,cowrie,command_input,udp,22,85.10.251.204,ru,,bad_reputation,windows 7/8,support,password,nan,alert_logged,,2338,2961,09b6e3350ba2,1,3,0.14209366,0.176,-0.88407034
2025-07-17 01:58:00,gcp,europe-west2-c,Europe,glutton,tcp_connect,tcp,135,86.215.87.143,us,,known_attacker,unknown,,,nan,payload_captured,,1001,3323,fdc98d70612e,1,3,0.1692324,0.45,-0.29862556
2025-07-17 02:26:00,gcp,europe-west2-c,Europe,dionaea,service_probe,udp,25,99.229.44.38,de,,bad_reputation,unknown,,,cve-2001-0540,command_executed,,2947,2171,3177b416b8d1,2,3,0.13999583,0.15,-0.92932534
2025-07-17 03:08:00,gcp,us-east4-c,North America,dionaea,malware_capture,tcp,5060,249.217.254.91,vn,,known_attacker,linux 2.6.x,,,cve-2001-0540,command_executed,c59b2ebce19698f8,1120,1696,37c36b93d47f,3,3,0.21241686,0.802,0.63296217
2025-07-17 04:22:00,gcp,us-east4-c,North America,cowrie,telnet_login_attempt,udp,1433,122.158.51.230,cn,,known_attacker,linux 4.x,user,letmein,nan,command_executed,,2607,2174,eed91f1c9eab,4,3,0.11958209,0.024,-1.3696965
2025-07-17 05:00:00,gcp,europe-west2-c,Europe,dionaea,exploit_attempt,tcp,1433,34.122.143.247,in,,spam,windows xp,,,cve-2001-0540,connection_attempted,,4441,3707,58a4f713417a,5,3,0.14161405,0.166,-0.89441663
2025-07-17 06:18:00,aws,us-east-1c,North America,dionaea,malware_capture,tcp,143,153.109.181.17,ru,,bad_reputation,windows xp,,,cve-2001-0540,payload_captured,ad871699219fce5d,6257,3314,c89cf87dd60b,6,3,0.14839357,0.236,-0.7481668
2025-07-17 08:49:00,gcp,europe-west2-c,Europe,cowrie,command_input,tcp,23,48.130.125.191,br,,bad_reputation,linux 2.6.x,oracle,P@ssw0rd,nan,connection_attempted,,5957,4677,4af64dfdeba9,8,3,0.12571904,0.054,-1.2373084
2025-07-17 09:01:00,gcp,us-east4-c,North America,glastopf,lfi_rfi,tcp,80,181.219.252.27,us,,known_attacker,linux 2.6.x,,,cve-2006-2369,connection_attempted,08c05e1fc81c1cbc,4089,5926,69452e03dc7e,9,3,0.19388652,0.666,0.23322031
2025-07-17 12:23:00,gcp,europe-west2-c,Europe,dionaea,malware_capture,tcp,465,12.70.171.152,in,,bad_reputation,windows 7/8,,,cve-2006-2369,authentication_failed,f380c7835d3750ff,6414,3051,be47b851e30a,12,3,0.114889584,0.016,-1.4709246
2025-07-17 17:04:00,azure,east us,North America,glutton,ssh_banner_grab,tcp,5900,175.173.229.134,ve,,bad_reputation,linux 3.x,,,nan,command_executed,,6198,1960,3b19383d5d60,17,3,0.18879156,0.622,0.12331035
2025-07-17 20:30:00,aws,us-east-1c,North America,cowrie,ssh_login_attempt,udp,143,112.209.122.161,in,,bad_reputation,linux 2.6.x,admin,admin,nan,command_executed,,6686,3513,8fb7200d279d,20,3,0.13732785,0.124,-0.98687977
2025-07-17 20:37:00,gcp,us-east4-c,North America,glutton,ssh_banner_grab,udp,80,225.130.173.142,br,,bad_reputation,linux 3.x,,,nan,authentication_failed,,7245,2740,dcdfcd39ad69,20,3,0.14757283,0.23,-0.76587206
2025-07-17 23:23:00,azure,southeast asia,Asia,cowrie,ssh_login_attempt,udp,443,125.12.179.73,us,,bad_reputation,windows xp,root,letmein,nan,command_executed,,1818,3244,0a4ec51cbe15,23,3,0.20287755,0.73,0.4271775
2025-07-18 01:14:00,gcp,us-east4-c,North America,glutton,ssh_banner_grab,tcp,80,76.173.139.92,gb,,bad_reputation,unknown,,,nan,connection_attempted,,4714,6360,7d5937f14a27,1,4,0.23840694,0.892,1.1936278
2025-07-18 02:14:00,azure,east us,North America,heralding,credential_capture,udp,110,3.21.139.28,us,,bad_reputation,linux 3.x,user,toor,nan,connection_attempted,,9310,3041,ff3aabb85dcb,2,4,0.22213809,0.838,0.8426715
2025-07-18 02:38:00,azure,east us,North America,cowrie,telnet_login_attempt,tcp,993,113.128.44.157,in,,bad_reputation,linux 4.x,test,P@ssw0rd,nan,payload_captured,,6113,3874,681ea52395b8,2,4,0.14463657,0.192,-0.8292139
2025-07-18 03:20:00,aws,us-east-1c,North America,cowrie,command_input,tcp,443,203.3.139.175,cn,,spam,linux 3.x,user,qwerty,nan,payload_captured,,3067,5929,05c6743fcb71,3,4,0.23950374,0.896,1.2172884
2025-07-18 03:23:00,azure,southeast asia,Asia,glutton,ssh_banner_grab,udp,23,33.241.145.40,ie,,benign_suspected,linux 3.x,,,nan,command_executed,,7481,1511,caf58b33edf2,3,4,0.20470002,0.75,0.46649238
2025-07-18 06:03:00,azure,east us,North America,dionaea,service_probe,udp,135,100.240.231.241,ie,,spam,windows 7/8,,,cve-2006-2369,command_executed,,2195,1757,c36be1a78253,6,4,0.1541662,0.294,-0.62363786
2025-07-18 06:16:00,gcp,europe-west2-c,Europe,dionaea,exploit_attempt,tcp,135,90.161.192.28,de,,bad_reputation,linux 2.6.x,,,cve-2001-0540,payload_captured,,7065,4311,b38fd35101c2,6,4,0.15537521,0.312,-0.5975568
